FeederId,FeederName,CSV_LineSection,ICA_Analysis_Date,LoadCapacity_kW,GenCapacity_kW,GenericPVCapacity_kW,GenCapacity_no_OpFlex_kW,GenericCapacity_no_OpFlex_kW
13471125,RICHMOND R 1125,3319407,Feb-23,3010,1620,2160,2870,8550
13471125,RICHMOND R 1125,4508651,Feb-23,3000,100,170,2920,8820
13471125,RICHMOND R 1125,4277385,Feb-23,2970,1620,2160,2110,6330
13471125,RICHMOND R 1125,4962961,Feb-23,2970,1620,2160,2330,5130
13471125,RICHMOND R 1125,3808291,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,3751535,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,4976582,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,3583788,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,4003577,Feb-23,2970,70,90,1480,4390
13471125,RICHMOND R 1125,4942109,Feb-23,2760,70,90,880,2730
13471125,RICHMOND R 1125,3819294,Feb-23,220,260,320,260,320
13471125,RICHMOND R 1125,3357148,Feb-23,3000,100,170,2910,7920
13471125,RICHMOND R 1125,4001378,Feb-23,1760,1620,2160,2340,3390
13471125,RICHMOND R 1125,4588606,Feb-23,220,260,320,260,320
13471125,RICHMOND R 1125,4748537,Feb-23,2970,1620,2160,2330,7020
13471125,RICHMOND R 1125,4197632,Feb-23,2970,1620,2160,2110,6320
13471125,RICHMOND R 1125,4984331,Feb-23,3010,1620,2160,2890,8600
13471125,RICHMOND R 1125,3091201,Feb-23,2190,100,150,2110,4430
13471125,RICHMOND R 1125,4511783,Feb-23,2960,1620,2160,2890,8600
13471125,RICHMOND R 1125,3727683,Feb-23,2970,70,90,1470,4380
13471125,RICHMOND R 1125,4647745,Feb-23,2980,1620,2160,2110,6300
13471125,RICHMOND R 1125,4522904,Feb-23,1810,1620,2160,2340,3390
13471125,RICHMOND R 1125,4855010,Feb-23,1820,1620,2160,2340,3390
13471125,RICHMOND R 1125,4442549,Feb-23,2920,70,90,960,2990
13471125,RICHMOND R 1125,3283962,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,3761868,Feb-23,2970,1620,2160,2110,6320
13471125,RICHMOND R 1125,5023565,Feb-23,2970,70,90,1480,4390
13471125,RICHMOND R 1125,4996045,Feb-23,2970,70,90,1390,4130
13471125,RICHMOND R 1125,3522258,Feb-23,280,280,380,280,380
13471125,RICHMOND R 1125,3142115,Feb-23,2990,1620,2160,2320,6920
13471125,RICHMOND R 1125,3771190,Feb-23,2970,1620,2160,2330,6980
13471125,RICHMOND R 1125,4926586,Feb-23,360,670,820,670,820
13471125,RICHMOND R 1125,5286414,Feb-23,2990,1620,2160,1930,5720
13471125,RICHMOND R 1125,4690876,Feb-23,2990,1620,2160,2320,6920
13471125,RICHMOND R 1125,4365618,Feb-23,830,1090,1320,1090,1320
13471125,RICHMOND R 1125,4700317,Feb-23,830,1090,1320,1090,1320
13471125,RICHMOND R 1125,3094243,Feb-23,2960,70,90,1050,3260
13471125,RICHMOND R 1125,4576515,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,4774304,Feb-23,1720,1620,2160,2150,2600
13471125,RICHMOND R 1125,4852507,Feb-23,830,1090,1320,1090,1320
13471125,RICHMOND R 1125,3506433,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,3067024,Feb-23,1670,1620,2160,2140,2600
13471125,RICHMOND R 1125,4873311,Feb-23,1670,1620,2160,2140,2600
13471125,RICHMOND R 1125,5117414,Feb-23,200,250,310,250,310
13471125,RICHMOND R 1125,5119731,Feb-23,830,1090,1320,1090,1320
13471125,RICHMOND R 1125,3117417,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,4923450,Feb-23,2970,1620,2160,2110,6320
13471125,RICHMOND R 1125,3867978,Feb-23,1720,1620,2160,2150,2600
13471125,RICHMOND R 1125,3627120,Feb-23,830,1090,1320,1090,1320
13471125,RICHMOND R 1125,5087762,Feb-23,2980,1620,2160,2320,6930
13471125,RICHMOND R 1125,4445413,Feb-23,2970,70,90,1200,3570
13471125,RICHMOND R 1125,4361288,Feb-23,750,1130,1370,1130,1370
13471125,RICHMOND R 1125,4072031,Feb-23,2970,1620,2160,2320,6970
13471125,RICHMOND R 1125,4574033,Feb-23,2970,1620,2160,2330,7010
13471125,RICHMOND R 1125,3356970,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,4268900,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,3219552,Feb-23,800,70,90,1120,1350
13471125,RICHMOND R 1125,3501860,Feb-23,750,1130,1370,1130,1370
13471125,RICHMOND R 1125,5087885,Feb-23,2190,0,0,600,1920
13471125,RICHMOND R 1125,3271445,Feb-23,880,0,0,0,0
13471125,RICHMOND R 1125,3819056,Feb-23,2990,1620,2160,2320,6920
13471125,RICHMOND R 1125,4857020,Feb-23,2990,1620,2160,2320,6920
13471125,RICHMOND R 1125,4328186,Feb-23,750,1130,1370,1130,1370
13471125,RICHMOND R 1125,5263877,Feb-23,2990,1620,2160,1990,5910
13471125,RICHMOND R 1125,5258137,Feb-23,2990,1620,2160,2210,6590
13471125,RICHMOND R 1125,3963016,Feb-23,1700,30,60,2160,2630
13471125,RICHMOND R 1125,4688410,Feb-23,2980,1620,2160,2320,6960
13471125,RICHMOND R 1125,4605538,Feb-23,2190,100,150,2110,4430
13471125,RICHMOND R 1125,3179604,Feb-23,2980,1620,2160,2110,6310
13471125,RICHMOND R 1125,5154642,Feb-23,2980,1620,2160,2110,6300
13471125,RICHMOND R 1125,5264933,Feb-23,3000,1620,2160,2320,6900
13471125,RICHMOND R 1125,4602204,Feb-23,1650,30,60,2160,2630
13471125,RICHMOND R 1125,5257221,Feb-23,2990,1620,2160,2320,6910
13471125,RICHMOND R 1125,4785281,Feb-23,2310,70,90,700,2080
13471125,RICHMOND R 1125,4502246,Feb-23,2580,70,90,780,2450
13471125,RICHMOND R 1125,3792742,Feb-23,2270,70,90,690,2030
13471125,RICHMOND R 1125,5141282,Feb-23,1670,1620,2160,2110,2650
13471125,RICHMOND R 1125,4795902,Feb-23,2970,1620,2160,2110,4610
13471125,RICHMOND R 1125,3775518,Feb-23,1700,30,60,2160,2620
13471125,RICHMOND R 1125,3280446,Feb-23,1700,30,60,2160,2620
13471125,RICHMOND R 1125,4095312,Feb-23,1650,30,60,2160,2630
13471125,RICHMOND R 1125,4336926,Feb-23,1700,30,60,2160,2630
13471125,RICHMOND R 1125,3255970,Feb-23,2980,1620,2160,2110,6310
13471125,RICHMOND R 1125,4189070,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,4506668,Feb-23,1820,1620,2160,2330,3380
13471125,RICHMOND R 1125,4666640,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,4844403,Feb-23,2990,1620,2160,1860,5540
13471125,RICHMOND R 1125,4500057,Feb-23,2380,1620,2160,2330,5170
13471125,RICHMOND R 1125,4373951,Feb-23,1820,1620,2160,2340,3390
13471125,RICHMOND R 1125,3616234,Feb-23,800,70,90,1120,1360
13471125,RICHMOND R 1125,4559797,Feb-23,740,100,170,1060,1350
13471125,RICHMOND R 1125,4028045,Feb-23,700,1130,1370,1130,1370
13471125,RICHMOND R 1125,5217229,Feb-23,750,1130,1370,1130,1370
13471125,RICHMOND R 1125,4230791,Feb-23,700,1130,1370,1130,1370
13471125,RICHMOND R 1125,3339863,Feb-23,700,1130,1380,1130,1380
13471125,RICHMOND R 1125,3651053,Feb-23,700,1130,1370,1130,1370
13471125,RICHMOND R 1125,3323089,Feb-23,750,1130,1380,1130,1380
13471125,RICHMOND R 1125,4254386,Feb-23,1820,1620,2160,2340,3390
13471125,RICHMOND R 1125,5198918,Feb-23,2990,1620,2160,2130,6320
13471125,RICHMOND R 1125,5105265,Feb-23,2990,1620,2160,2130,6350
13471125,RICHMOND R 1125,3631978,Feb-23,2990,1620,2160,2120,6300
13471125,RICHMOND R 1125,3351033,Feb-23,2900,1620,2160,3570,4720
13471125,RICHMOND R 1125,4187042,Feb-23,690,100,170,1060,1350
13471125,RICHMOND R 1125,3197875,Feb-23,740,100,170,1060,1350
13471125,RICHMOND R 1125,3558161,Feb-23,3000,100,170,2910,8730
13471125,RICHMOND R 1125,5013752,Feb-23,3020,1620,2160,3310,9900
13471125,RICHMOND R 1125,4694478,Feb-23,3000,100,170,2910,8760
13471125,RICHMOND R 1125,5114729,Feb-23,3000,100,170,2910,8750
13471125,RICHMOND R 1125,4608375,Feb-23,220,260,320,260,320
13471125,RICHMOND R 1125,4675797,Feb-23,2980,1620,2160,1770,5260
13471125,RICHMOND R 1125,3699948,Feb-23,3010,100,170,2900,8680
13471125,RICHMOND R 1125,4602775,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,3125706,Feb-23,3000,100,170,2910,8720
13471125,RICHMOND R 1125,5172221,Feb-23,2990,1620,2160,2330,6970
13471125,RICHMOND R 1125,4224284,Feb-23,3020,1620,2160,3210,9590
13471125,RICHMOND R 1125,4186151,Feb-23,280,280,380,280,380
13471125,RICHMOND R 1125,4618175,Feb-23,220,260,320,260,320
13471125,RICHMOND R 1125,3978394,Feb-23,3010,1620,2160,2890,8600
13471125,RICHMOND R 1125,4481666,Feb-23,3010,100,170,2890,8640
13471125,RICHMOND R 1125,4223721,Feb-23,2920,70,90,1480,4390
13471125,RICHMOND R 1125,5197575,Feb-23,280,280,380,280,380
13471125,RICHMOND R 1125,4493799,Feb-23,3050,1620,2160,4680,10000
13471125,RICHMOND R 1125,4251880,Feb-23,2980,70,90,1570,4670
13471125,RICHMOND R 1125,3390473,Feb-23,1840,70,90,1720,2670
13471125,RICHMOND R 1125,4719616,Feb-23,2480,1620,2160,2960,3630
13471125,RICHMOND R 1125,3658164,Feb-23,3000,100,170,2910,8730
13471125,RICHMOND R 1125,4714228,Feb-23,3000,100,170,2910,8730
13471125,RICHMOND R 1125,3626299,Feb-23,3010,1620,2160,2890,8600
13471125,RICHMOND R 1125,3592975,Feb-23,2990,1620,2160,2330,6970
13471125,RICHMOND R 1125,4225923,Feb-23,3000,100,170,2900,8710
13471125,RICHMOND R 1125,4607719,Feb-23,1790,70,90,1720,2660
13471125,RICHMOND R 1125,4450382,Feb-23,3000,100,170,2910,8750
13471125,RICHMOND R 1125,4676121,Feb-23,260,70,90,390,470
13471125,RICHMOND R 1125,3864921,Feb-23,3010,1620,2160,3550,10000
13471125,RICHMOND R 1125,3919201,Feb-23,2960,1620,2160,2670,7950
13471125,RICHMOND R 1125,4339545,Feb-23,2900,1620,2160,3560,4720
13471125,RICHMOND R 1125,3722302,Feb-23,3010,1620,2160,3540,10000
13471125,RICHMOND R 1125,4064427,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,3360891,Feb-23,2980,70,90,1570,4680
13471125,RICHMOND R 1125,4323294,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,5199001,Feb-23,1720,1620,2160,2300,2790
13471125,RICHMOND R 1125,3199093,Feb-23,3010,100,170,2900,8670
13471125,RICHMOND R 1125,4119746,Feb-23,3030,1620,2160,3830,10000
13471125,RICHMOND R 1125,4994279,Feb-23,2980,1620,2160,3850,10000
13471125,RICHMOND R 1125,3757705,Feb-23,2900,1620,2160,3550,4720
13471125,RICHMOND R 1125,3464522,Feb-23,2900,1620,2160,3570,4720
13471125,RICHMOND R 1125,3862317,Feb-23,2900,1620,2160,3580,4720
13471125,RICHMOND R 1125,5190181,Feb-23,3010,1620,2160,3540,10000
13471125,RICHMOND R 1125,3879125,Feb-23,2900,1620,2160,3580,4720
13471125,RICHMOND R 1125,4301044,Feb-23,1780,1620,2160,2200,2680
13471125,RICHMOND R 1125,4884466,Feb-23,3040,1620,2160,4030,10000
13471125,RICHMOND R 1125,3802594,Feb-23,150,210,260,210,260
13471125,RICHMOND R 1125,5222492,Feb-23,2980,1620,2160,2110,6290
13471125,RICHMOND R 1125,3526935,Feb-23,220,260,320,260,320
13471125,RICHMOND R 1125,3628319,Feb-23,200,250,310,250,310
13471125,RICHMOND R 1125,4729703,Feb-23,3010,100,170,2890,8650
13471125,RICHMOND R 1125,3272189,Feb-23,3010,1620,2160,3530,10000
13471125,RICHMOND R 1125,4536799,Feb-23,3050,1620,2160,4560,10000
13471125,RICHMOND R 1125,4671344,Feb-23,2980,70,90,1610,4800
13471125,RICHMOND R 1125,3859076,Feb-23,3020,1620,2160,3470,10000
13471125,RICHMOND R 1125,4006080,Feb-23,3020,1620,2160,3330,9940
13471125,RICHMOND R 1125,4156639,Feb-23,1830,1620,2160,2320,3370
13471125,RICHMOND R 1125,3846945,Feb-23,190,270,330,270,330
13471125,RICHMOND R 1125,3278730,Feb-23,2990,1620,2160,2110,6280
13471125,RICHMOND R 1125,4123292,Feb-23,2990,1620,2160,2110,6280
13471125,RICHMOND R 1125,4568073,Feb-23,2990,1620,2160,2330,6930
13471125,RICHMOND R 1125,4980432,Feb-23,1720,1620,2160,2300,2790
13471125,RICHMOND R 1125,4267415,Feb-23,3010,100,170,2900,8670
13471125,RICHMOND R 1125,3073113,Feb-23,190,270,330,270,330
13471125,RICHMOND R 1125,4742549,Feb-23,3020,1620,2160,3520,10000
13471125,RICHMOND R 1125,3359853,Feb-23,3010,1620,2160,3540,10000
13471125,RICHMOND R 1125,3602497,Feb-23,3000,100,170,2920,8820
13471125,RICHMOND R 1125,4500172,Feb-23,2990,1620,2160,2110,6280
13471125,RICHMOND R 1125,3204782,Feb-23,1690,1620,2160,2300,2790
13471125,RICHMOND R 1125,4295460,Feb-23,2980,1620,2160,2110,6300
13471125,RICHMOND R 1125,4420888,Feb-23,2980,1620,2160,1820,5400
13471125,RICHMOND R 1125,3997983,Feb-23,280,280,380,280,380
13471125,RICHMOND R 1125,3362999,Feb-23,3010,100,170,2900,8690
13471125,RICHMOND R 1125,4300190,Feb-23,2980,70,90,1650,4910
13471125,RICHMOND R 1125,3211756,Feb-23,3010,100,170,2890,8650
13471125,RICHMOND R 1125,3656444,Feb-23,3010,100,170,2890,8650
13471125,RICHMOND R 1125,4692223,Feb-23,310,70,90,390,470
13471125,RICHMOND R 1125,3651921,Feb-23,2990,1620,2160,4130,10000
13471125,RICHMOND R 1125,5072440,Feb-23,3000,100,170,2910,8750
13471125,RICHMOND R 1125,3147618,Feb-23,2890,1620,2160,3590,4720
13471126,RICHMOND R 1126,5008571,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,4871452,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,5174444,Jan-23,0,0,0,1870,2420
13471126,RICHMOND R 1126,3521213,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,4909492,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,3677307,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,4971184,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,4074690,Jan-23,0,0,0,1870,2410
13471126,RICHMOND R 1126,3673162,Jan-23,0,0,0,1870,2410
13471127,RICHMOND R 1127,5206987,Sep-21,1620,0,0,1940,2600
13471127,RICHMOND R 1127,4415027,Sep-21,1620,0,0,1940,2600
13471127,RICHMOND R 1127,3138863,Sep-21,1620,0,0,1940,2600
13471127,RICHMOND R 1127,4163636,Sep-21,1690,0,0,1930,2600
13471127,RICHMOND R 1127,4551764,Sep-21,1690,0,0,1940,2600
13471127,RICHMOND R 1127,5196444,Sep-21,1580,0,0,1940,2600
13471128,RICHMOND R 1128,4551398,Nov-22,830,30,40,1060,1280
13471128,RICHMOND R 1128,5328519,Nov-22,880,30,40,1060,1280
13471128,RICHMOND R 1128,3230472,Nov-22,590,30,40,820,1000
13471128,RICHMOND R 1128,3834800,Nov-22,590,30,40,820,1000
13471128,RICHMOND R 1128,5258052,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,4622598,Nov-22,4000,1240,1570,6100,9110
13471128,RICHMOND R 1128,3521889,Nov-22,4310,1240,1570,6700,10000
13471128,RICHMOND R 1128,5037391,Nov-22,4200,1240,1570,6290,9390
13471128,RICHMOND R 1128,3671373,Nov-22,1220,250,410,1790,2280
13471128,RICHMOND R 1128,3568570,Nov-22,1220,250,410,1790,2280
13471128,RICHMOND R 1128,5289164,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,4474234,Nov-22,3990,1240,1570,5930,8860
13471128,RICHMOND R 1128,4534350,Nov-22,1630,30,40,2230,3680
13471128,RICHMOND R 1128,4316463,Nov-22,500,250,410,660,830
13471128,RICHMOND R 1128,4936026,Nov-22,1680,30,40,2200,3530
13471128,RICHMOND R 1128,3293447,Nov-22,4270,1240,1570,7020,10000
13471128,RICHMOND R 1128,3737355,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,5373764,Nov-22,1530,0,0,1880,2280
13471128,RICHMOND R 1128,3656321,Nov-22,1240,30,40,1660,2020
13471128,RICHMOND R 1128,4910101,Nov-22,1190,30,40,1660,2020
13471128,RICHMOND R 1128,5354352,Nov-22,1560,0,0,1950,2600
13471128,RICHMOND R 1128,5353564,Nov-22,1480,0,0,1870,2600
13471128,RICHMOND R 1128,3424688,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,3928578,Nov-22,780,30,40,1180,1430
13471128,RICHMOND R 1128,4503820,Nov-22,720,30,40,1190,1430
13471128,RICHMOND R 1128,3419282,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,3226768,Nov-22,1190,30,40,1660,2020
13471128,RICHMOND R 1128,5261804,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,5347446,Nov-22,1580,30,40,2140,3630
13471128,RICHMOND R 1128,5136491,Nov-22,1430,30,40,2080,2530
13471128,RICHMOND R 1128,4457740,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,5219878,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,3966819,Nov-22,310,410,500,410,500
13471128,RICHMOND R 1128,3526250,Nov-22,1440,30,40,2070,2520
13471128,RICHMOND R 1128,4585938,Nov-22,1440,10,20,2070,2520
13471128,RICHMOND R 1128,4829671,Nov-22,1430,30,40,2080,2520
13471128,RICHMOND R 1128,3368664,Nov-22,1440,10,20,2070,2520
13471128,RICHMOND R 1128,4902001,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,5352137,Nov-22,1500,0,0,1930,2600
13471128,RICHMOND R 1128,3369161,Nov-22,3990,150,190,5580,7980
13471128,RICHMOND R 1128,5332916,Nov-22,4100,1240,1570,6230,9310
13471128,RICHMOND R 1128,5322372,Nov-22,0,0,0,20,30
13471128,RICHMOND R 1128,5333430,Nov-22,4000,1240,1570,6050,9040
13471128,RICHMOND R 1128,4080104,Nov-22,4240,1240,1570,5690,8430
13471128,RICHMOND R 1128,4480690,Nov-22,4200,1240,1570,6000,8960
13471128,RICHMOND R 1128,4677285,Nov-22,780,30,40,1180,1430
13471128,RICHMOND R 1128,4332263,Nov-22,1220,250,410,1790,2280
13471128,RICHMOND R 1128,4708259,Nov-22,1670,30,40,2200,3620
13471128,RICHMOND R 1128,3996186,Nov-22,1220,250,410,1800,2290
13471128,RICHMOND R 1128,4006524,Nov-22,2110,1240,1570,2620,3180
13471128,RICHMOND R 1128,3812308,Nov-22,770,30,40,1120,1440
13471128,RICHMOND R 1128,3502134,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,4440227,Nov-22,720,30,40,1190,1440
13471128,RICHMOND R 1128,4915256,Nov-22,3260,1240,1570,4000,4850
13471128,RICHMOND R 1128,3654060,Nov-22,4290,1240,1570,5690,8430
13471128,RICHMOND R 1128,4393240,Nov-22,4250,1240,1570,5690,8420
13471128,RICHMOND R 1128,3679595,Nov-22,4300,1240,1570,5910,8740
13471128,RICHMOND R 1128,3059689,Nov-22,1600,30,40,2160,3620
13471128,RICHMOND R 1128,5151869,Nov-22,1220,250,410,1790,2290
13471128,RICHMOND R 1128,5057570,Nov-22,1220,250,410,1790,2280
13471128,RICHMOND R 1128,4687352,Nov-22,1640,30,40,2140,3630
13471128,RICHMOND R 1128,3713282,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,3490387,Nov-22,2160,1240,1570,2620,3180
13471128,RICHMOND R 1128,3754075,Nov-22,1510,0,0,2010,2560
13471128,RICHMOND R 1128,5072186,Nov-22,3710,30,40,3970,7250
13471128,RICHMOND R 1128,3524368,Nov-22,4230,1240,1570,4770,7050
13471128,RICHMOND R 1128,4296518,Nov-22,1220,250,410,1790,2280
13471128,RICHMOND R 1128,3567518,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,4797591,Nov-22,4290,1240,1570,5320,7880
13471128,RICHMOND R 1128,3470647,Nov-22,2110,1240,1570,2610,3170
13471128,RICHMOND R 1128,5045419,Nov-22,1460,0,0,1730,2570
13471128,RICHMOND R 1128,4270640,Nov-22,4000,150,190,5570,7980
13471128,RICHMOND R 1128,4609177,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,3301535,Nov-22,480,250,410,690,840
13471128,RICHMOND R 1128,4140455,Nov-22,3410,30,40,3490,6300
13471128,RICHMOND R 1128,4494788,Nov-22,3990,1240,1570,5840,8720
13471128,RICHMOND R 1128,4384933,Nov-22,530,250,410,1160,1430
13471128,RICHMOND R 1128,4644926,Nov-22,1580,30,40,2120,3600
13471128,RICHMOND R 1128,3150770,Nov-22,1430,1240,1570,2020,2450
13471128,RICHMOND R 1128,4344914,Nov-22,3480,30,40,3520,6350
13471128,RICHMOND R 1128,3834378,Nov-22,480,250,410,690,840
13471128,RICHMOND R 1128,3583196,Nov-22,3990,1240,1570,5700,8510
13471128,RICHMOND R 1128,5083171,Nov-22,1510,0,0,2010,2560
13471128,RICHMOND R 1128,4036835,Nov-22,720,30,40,1140,1440
13471128,RICHMOND R 1128,4707835,Nov-22,2870,1240,1570,3350,4070
13471128,RICHMOND R 1128,4178490,Nov-22,1220,250,410,1800,2290
13471128,RICHMOND R 1128,3924612,Nov-22,530,250,410,1160,1430
13471128,RICHMOND R 1128,5097581,Nov-22,720,30,40,1190,1440
13471128,RICHMOND R 1128,3209182,Nov-22,1240,30,40,1660,2020
13471128,RICHMOND R 1128,4089973,Nov-22,4290,1240,1570,5570,8250
13471128,RICHMOND R 1128,4514052,Nov-22,4280,1240,1570,7710,10000
13471128,RICHMOND R 1128,3836923,Nov-22,1510,0,0,2010,2560
13471128,RICHMOND R 1128,3083652,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,5088621,Nov-22,4320,1240,1570,7030,10000
13471128,RICHMOND R 1128,3455125,Nov-22,720,30,40,1190,1440
13471128,RICHMOND R 1128,3099594,Nov-22,4250,1240,1570,6040,8940
13471128,RICHMOND R 1128,3503253,Nov-22,1510,0,0,1940,2560
13471128,RICHMOND R 1128,4123418,Nov-22,720,30,40,1190,1440
13471128,RICHMOND R 1128,3982185,Nov-22,4330,1240,1570,7500,10000
13471128,RICHMOND R 1128,4251399,Nov-22,1220,250,410,1790,2290
13471128,RICHMOND R 1128,4445759,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,3824857,Nov-22,4290,1240,1570,5570,8250
13471128,RICHMOND R 1128,3396696,Nov-22,1500,0,0,1570,2570
13471128,RICHMOND R 1128,5169642,Nov-22,3990,1240,1570,5800,8660
13471128,RICHMOND R 1128,3810214,Nov-22,530,250,410,1160,1430
13471128,RICHMOND R 1128,3784191,Nov-22,4230,1240,1570,5580,8260
13471128,RICHMOND R 1128,3081054,Nov-22,4050,150,190,5580,7980
13471128,RICHMOND R 1128,3633183,Nov-22,2160,1240,1570,2610,3180
13471128,RICHMOND R 1128,3059302,Nov-22,480,250,410,690,840
13471128,RICHMOND R 1128,4340817,Nov-22,1430,1240,1570,2020,2450
13471128,RICHMOND R 1128,3919210,Nov-22,2110,1240,1570,2610,3170
13471128,RICHMOND R 1128,4185962,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,3193924,Nov-22,1460,0,0,1670,2570
13471128,RICHMOND R 1128,4277092,Nov-22,480,250,410,690,840
13471128,RICHMOND R 1128,4364971,Nov-22,1600,30,40,2150,3270
13471128,RICHMOND R 1128,3807410,Nov-22,1640,30,40,2140,3440
13471128,RICHMOND R 1128,4450712,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,3988933,Nov-22,770,30,40,1190,1440
13471128,RICHMOND R 1128,4677033,Nov-22,1240,30,40,1660,2020
13471128,RICHMOND R 1128,3930776,Nov-22,4320,1240,1570,6670,9860
13471128,RICHMOND R 1128,4540499,Nov-22,4310,1240,1570,6670,9880
13471128,RICHMOND R 1128,4023861,Nov-22,720,30,40,1190,1440
13471128,RICHMOND R 1128,4698472,Nov-22,4360,1240,1570,10000,10000
13471128,RICHMOND R 1128,4947357,Nov-22,1240,30,40,1660,2020
13471128,RICHMOND R 1128,3458746,Nov-22,4290,1240,1570,8560,10000
13471128,RICHMOND R 1128,5177824,Nov-22,530,250,410,1160,1430
13471128,RICHMOND R 1128,3691337,Nov-22,4320,1240,1570,7050,10000
13471128,RICHMOND R 1128,5345810,Nov-22,1640,30,40,2150,3630
13471128,RICHMOND R 1128,5344205,Nov-22,1540,0,0,2030,2600
13471128,RICHMOND R 1128,5367830,Nov-22,830,30,40,1060,1280
13471128,RICHMOND R 1128,4524000,Nov-22,530,250,410,1160,1440
13471128,RICHMOND R 1128,5024920,Nov-22,3330,30,40,3110,5660
13471128,RICHMOND R 1128,3703374,Nov-22,590,30,40,820,1000
13471128,RICHMOND R 1128,3889809,Nov-22,590,30,40,820,1000
13471128,RICHMOND R 1128,3103067,Nov-22,3190,30,40,3360,6040
13471128,RICHMOND R 1128,3360624,Nov-22,770,250,410,1080,1340
13471128,RICHMOND R 1128,4854500,Nov-22,780,250,410,1080,1340
13471128,RICHMOND R 1128,4232939,Nov-22,3240,250,410,3540,5290
13471128,RICHMOND R 1128,3088997,Nov-22,3360,250,410,3700,5540
13471128,RICHMOND R 1128,3694734,Nov-22,3120,250,410,3490,5210
13471128,RICHMOND R 1128,5050063,Nov-22,140,210,270,210,270
13471128,RICHMOND R 1128,4182246,Nov-22,4270,1240,1570,4270,6310
13471128,RICHMOND R 1128,3298473,Nov-22,4260,1240,1570,4180,6180
13471128,RICHMOND R 1128,3274611,Nov-22,4150,1240,1570,4080,6030
13471128,RICHMOND R 1128,5115049,Nov-22,3850,250,410,4130,6170
13471128,RICHMOND R 1128,5263240,Nov-22,1440,1240,1570,2070,2520
13471128,RICHMOND R 1128,5256597,Nov-22,1440,1240,1570,2070,2520
13471130,RICHMOND R 1130,5323135,Jun-22,350,530,650,530,650
13471130,RICHMOND R 1130,3261903,Jun-22,1960,2010,2610,7010,9350
13471130,RICHMOND R 1130,4001286,Jun-22,1920,30,70,3560,4370
13471130,RICHMOND R 1130,4720161,Jun-22,1920,30,70,3560,4370
13471130,RICHMOND R 1130,3118154,Jun-22,1920,2010,2610,6820,9090
13471130,RICHMOND R 1130,3696064,Jun-22,1930,2010,2610,6870,9170
13471130,RICHMOND R 1130,4961582,Jun-22,1910,2010,2610,6800,9070
13471130,RICHMOND R 1130,4204757,Jun-22,1860,30,70,3570,4380
13471130,RICHMOND R 1130,4721211,Jun-22,1950,2010,2610,7000,9340
13471130,RICHMOND R 1130,3308090,Jun-22,430,1070,1400,1070,1400
13471130,RICHMOND R 1130,3353439,Jun-22,380,410,550,970,1230
13471130,RICHMOND R 1130,4384412,Jun-22,100,130,160,130,160
13471130,RICHMOND R 1130,4165702,Jun-22,2000,2010,2610,7300,9740
13471130,RICHMOND R 1130,4076788,Jun-22,2530,410,550,5970,7290
